지점,지점명,위도,경도,노장해발고도(m)
8207,의안,35.2652,128.6206,43.4
8208,봉림,35.2454,128.6586,10.5
8209,삼귀,35.1661,128.6154,28.7
8210,아빌라,40.65,-4.7,1130
8210,사파동,35.2159,128.7089,70
8212,웅남동,35.2109,128.6573,38
8213,명서동,35.2434,128.6417,41
8213,세고비아,40.95,-4.1167,1005
8214,용지동,35.2363,128.684,18.5
8215,반송로,35.2332,128.667,40
8215,나바쎄라다,40.7833,-4.0167,1894
8216,중앙,35.1969,128.5678,23.67
8217,국방연구소,35.268,128.7042,77.1
8218,삼방동,35.2442,128.9113,49.2
8219,동상동,35.2368,128.8836,19.9
8220,중리,35.2468,128.5077,96.2
8221,수정,35.1197,128.5808,4.9
8221,마드리드,40.45,-3.55,609
8221,마드리드 바라하스,40.45,-3.55,609
8222,진동,35.1152,128.4883,1.6
8223,지산,35.1155,128.4774,19.7
8223,마드리드/쿠아트로 비엔토스,40.3833,-3.7833,690
8224,마드리드/헤타페,40.3,-3.7167,620
8225,봉암동,35.2178,128.6023,16
8226,회원동,35.2182,128.5741,34
8226,구아달라하라,40.6667,-3.1667,639
8227,진전면,35.1029,128.419,19.4
8228,덕동,35.2251,128.6828,8.2
8229,회성,35.2332,128.5617,43
8230,성주동,35.2423,128.6848,45
8231,쿠엔카,40.0667,-2.1333,955
8231,명석면,35.2212,128.0421,
8232,몰리나 드 아라곤,40.85,-1.8833,1056
8232,금산면,35.2139,128.1476,
8233,대곡면,35.2643,128.1694,
8233,카라모카,40.9333,-1.3,890
8234,수곡면,35.1986,127.9321,
8235,대평면,35.2238,127.9623,
8235,테루엘,40.35,-1.1167,900
8236,내동면,35.1602,128.0679,
8237,금곡면,35.0944,128.1878,
8238,사봉면,35.1887,128.2703,
8238,토르토사,40.8167,0.5,44
8239,문산읍,35.169,128.1645,
8240,진성면,35.1849,128.2234,
8241,지수면,35.2351,128.2696,
8242,미천면,35.2992,128.1154,
8243,이반성면,35.1692,128.3264,
8244,집현면,35.239,128.0864,
8245,일반성면,35.1712,128.2771,
8246,정촌면,35.1314,128.1025,
8247,평거동,35.1739,128.0654,
8248,하대동,35.1894,128.1274,
8249,상봉동,35.1986,128.0751,
8250,상평동,35.1761,128.109,
8255,대안동,35.1936,128.0845,69
8256,상봉동,35.1986,128.0751,36.2
8257,상대동,35.1806,128.1217,69
8258,태평,35.1458,128.6621,11.13
8259,태백,35.1539,128.6774,16.33
8260,자은,35.1471,128.7054,43.25
8261,풍호,35.1314,128.7092,64
8261,카세레스,39.4667,-6.3333,405
8263,웅동1,35.1141,128.7543,9.2
8264,동부도서관,35.1259,128.7827,9.3
8265,경화동,35.1,128.8172,20
8267,장유2,35.1914,128.797,47
8268,영포,35.4209,128.9411,95.4
8269,오동,35.1981,128.5749,4.5
8270,신곡,35.5872,128.8174,95.6
8272,톨레도,39.8833,-4.05,515
8272,남평,34.8035,128.3957,8.99
8273,동달,34.8677,128.4424,6.39
8274,법송,34.9032,128.3619,24.82
8275,노산,34.8998,128.4069,10.58
8276,동항,34.6363,128.2634,5.65
8277,하소,34.7672,128.5076,8.58
8278,금평,34.8455,128.2201,6.21
8279,안정,34.9502,128.4106,43.09
8280,양정,34.8917,128.6366,15
8280,알바세테 로스 야노스,38.95,-1.85,702
8281,화천,35.2995,128.6027,33.2
8282,도천,34.831,128.3928,4.17
8283,선구,34.9296,128.0722,10.27
8284,발렌시아,39.5,-0.4667,69
8286,카스테론,39.95,-0.0667,36
8286,사남,35.0525,128.0752,23.11
8287,용현,35.0133,128.0612,19.76
8288,측동,35.1071,128.0884,24.27
8289,곤양,35.0575,127.9597,31.68
8290,곤명,35.112,127.9416,43.29
8291,서포,35.0061,127.9779,26.14
8292,벌용,34.9437,128.0797,31.11
8293,향촌,34.9339,128.0934,13.62
8294,신수,34.9035,128.0744,6.2
8295,사천읍,35.0828,128.0912,20
8296,장유동,35.197,128.794,20
8297,남양,34.9704,128.0632,37.08
8298,사천,35.0878,128.0883,33.94
8303,주촌,35.2423,128.828,14
8304,진례,35.2491,128.7477,27
8306,팔마데마요르카 손 산 후안,39.55,2.7333,4
8306,팔마 데 마요르카/손 산 후안,39.55,2.7333,4
8307,상동,35.3078,128.9304,12
8308,대동,35.2423,128.9803,7
8314,미노르카 마혼,39.8667,4.2333,87
8314,한림2,35.3497,128.804,6
8315,율하,35.0956,128.4905,72
8316,삼방,35.1513,128.5437,92
8317,전하,35.2001,128.8631,7
8318,구산,35.2582,128.8763,109
8320,송지,35.3958,128.8378,8.2
8321,수산,35.3753,128.7111,11
8322,운전,35.5112,128.7297,32.1
8324,다죽,35.5026,128.8149,67.8
8325,송백,35.5843,128.8808,116.2
8326,태룡,35.5152,128.8756,59
8327,기산,35.4484,128.7535,14
8328,오방,35.4218,128.6729,30.1
8329,무안,35.4707,128.6513,14
8330,구기,35.5489,128.6244,80.6
8330,바다호스 탈라베라 라 레알,38.8833,-6.8167,185
8331,교동,35.5034,128.7474,31.2
8336,임천,35.453,128.8,14.4
8340,지세포,34.8296,128.7034,10
8341,산양,34.825,128.6044,10
8343,서정,34.851,128.5904,19
8344,하둔,34.8374,128.5058,3
8345,성포,34.9188,128.5225,20
8348,시우다드레알,38.9833,-3.9167,628
8348,장목,34.9866,128.6824,16.52
8349,장승포,34.8474,128.7272,9.16
8350,한내,34.9316,128.6017,6.79
8353,창호,34.9697,128.5165,31
8354,옥포,34.894,128.6959,22.36
8355,상문동,34.8679,128.6379,45
8356,시청,34.8806,128.6211,49.58
8359,알리칸테,38.3667,-0.5,81
8359,외포,34.9429,128.7155,16.52
8360,북부동,35.3458,129.0403,17
8360,알리칸테,38.2833,-0.55,43
8361,웅상읍,35.4144,129.172,53.3
8362,강서,35.3769,129.0238,35.8
8363,내송,35.3235,129.0619,51.7
8364,덕계,35.3738,129.1503,132.9
8365,물금,35.3099,128.9977,11.6
8366,북정,35.3582,129.0474,27.1
8368,석계,35.4184,129.0644,41.5
8369,순지,35.4893,129.086,119.2
8370,원리,35.3647,128.9188,13.6
8371,이천,35.4869,128.986,238
8372,중앙,35.335,129.037,22.6
8373,화제,35.3464,128.978,5
8373,이비자 ,38.8667,1.3833,7
8374,평산,35.3675,129.1362,168.5
8378,본법,35.346,129.1114,168
8379,해금강,34.7388,128.6768,34
8380,아주동,34.8647,128.6909,44
8381,범어,35.3362,129.0094,72.1
8382,웅상,35.3949,129.1553,131.2
8383,후엘바,37.2833,-6.9167,20
8383,중동,35.3222,128.2617,45.13
8384,가례,35.3267,128.2453,38.9
8385,외조,35.3413,128.1927,91.45
8386,마쌍,35.3719,128.1082,83.07
8387,상정,35.2777,128.2108,27.95
8388,운곡,35.3482,128.2912,29.52
8389,중교,35.3806,128.3263,24.11
8390,봉곡,35.3825,128.386,23.65
8391,전화,35.4841,128.3772,41.6
8391,세비야,37.4167,-5.9,34
8392,신반,35.4664,128.3245,43.8
8393,죽전,35.4723,128.2662,79.57
8394,토곡,35.4473,128.249,144.67
8395,칠곡,35.4333,128.3136,45.09
8397,가야읍,35.2728,128.4081,14
8397,모론 데 르 프론테라,37.15,-5.6167,87
8398,고성읍,34.9755,128.3244,12
8399,남해읍,34.8328,127.8999,12.4
8400,함양읍,35.5216,127.7246,15.5
8401,거창읍,35.6887,127.9037,9
8402,말산,35.2725,128.4065,15
8403,북촌,35.2421,128.4237,39
8404,중암,35.2735,128.3349,15
8405,우거,35.3154,128.3554,30
8406,대산,35.3502,128.4316,15
8407,청계,35.3334,128.498,16
8408,검단,35.3468,128.5218,23
8409,구성,35.3087,128.5184,38
8410,코르도바,37.85,-4.85,90
8410,송정,35.279,128.425,21
8411,여항,35.2102,128.4345,74
8412,양산물금,35.3104,128.9873,25.7
8413,하북,35.4893,129.0869,55.3
8414,강서동,35.3892,129.0169,47.2
8415,서창,35.4163,129.1732,60.5
8416,창녕,35.5413,128.5008,92
8417,장마,35.4582,128.4729,18
8417,자엔,37.7833,-3.8,582
8418,고암,35.5764,128.511,62
8419,그라나다,37.1833,-3.7833,567
8420,남지,35.3891,128.4771,15
8421,성산,35.6287,128.494,73
8422,도천,35.4351,128.518,17
8423,영산,35.4536,128.5279,48
8424,계성,35.4687,128.5129,74
8425,대지,35.5556,128.4679,29
8426,유어,35.508,128.4111,15
8427,부곡,35.4349,128.6029,33
8428,대합,35.6137,128.4721,44
8429,이방,35.5771,128.3878,24
8429,무르시아/에르칸타리라,37.95,-1.2333,75
8430,무르시아,38,-1.1667,61
8430,길곡,35.3851,128.57,19
8431,카스티요 갈레라스,37.5833,-1,219
8433,무르시아/산 하비에르,37.7833,-0.8,5
8436,성내,34.9731,128.3224,24
8437,미룡,34.9369,128.2738,16
8438,학림,34.9435,128.1926,18
8439,덕호,34.9286,128.1229,9
8440,척번정,34.9998,128.1865,80
8442,유흥,35.0175,128.2985,49
8443,종생,35.0159,128.2469,228
8444,침점,35.0541,128.2054,70
8445,영산,35.1079,128.2376,59
8446,명성,35.0988,128.2589,79
8447,효락,35.088,128.3351,45
8448,배둔,35.0542,128.3941,25.22
8449,도전,35.0552,128.3366,20
8450,장기,35.0415,128.421,13
8451,헤레스 데 라 프론테라,36.75,-6.0667,27
8451,당동,34.9918,128.4043,12
8452,당항,35.0542,128.3941,36
8453,덕곡,34.9613,128.6189,3.3
8457,서변,34.8377,127.8926,34
8458,무림,34.7994,127.9548,16
8458,타리파,36,-5.6,10
8459,상주,34.7238,127.9854,15
8460,지족,34.8282,127.9962,40
8461,미조,34.7129,128.0441,30
8462,당항,34.7714,127.8868,40
8463,서상,34.8101,127.8383,9
8464,남양,34.925,127.914,45
8465,대사,34.8955,127.8742,10
8466,상죽,34.8578,128.0122,12
8473,화개,35.1884,127.6254,26.8
8474,악양,35.1624,127.709,45.54
8475,적량,35.0832,127.7769,66.9
8476,횡천,35.1098,127.814,44
8477,고전,35.0221,127.8173,24.6
8478,금남,34.9505,127.8592,11.4
8479,금성,34.9638,127.7904,5.5
8480,진교,35.0305,127.9009,11.6
8481,양보,35.0473,127.8457,38.5
8482,말라가,36.6667,-4.4833,16
8482,북천,35.1147,127.8928,79.5
8483,청암,35.1559,127.7993,85.2
8484,옥종,35.183,127.8796,83
8485,하동읍,35.0673,127.7513,20.6
8487,알메리아,36.85,-2.3833,15
8495,지브롤터,36.15,-5.35,5
8497,하동읍,35.0672,127.7512,15.8
8501,플로레스,39.45,-31.1333,28
8503,산청읍,35.4156,127.8735,113.4
8504,치황,35.4628,127.9289,317.5
8505,오부,35.4583,127.8605,113.4
8506,호라타 (아코레스),38.5167,-28.6333,60
8506,생초,35.4938,127.8363,117.9
8507,그라키오사/에어오드로메,39.1,-28.0333,26
8507,금서,35.4643,127.7963,128.9
8508,삼장,35.2982,127.8317,240.1
8509,라지스,38.7667,-27.1,52
8509,시천,35.2975,127.7239,116.2
8510,단성,35.2652,127.9532,79.1
8511,신안,35.304,127.9735,68.9
8512,폰타 델가다/노르델라 (아소레스),37.7333,-25.7,71
8512,생비량,35.3449,128.0452,64.7
8512,폰타 델가다 노르델라,37.7333,-25.7,71
8513,신등,35.384,128.0044,84.9
8515,산타 마리아,36.9667,-25.1667,100
8522,푼샬,32.6333,-16.9,58
8524,포르토 산토,33.0667,-16.35,97
8530,가흥,35.3969,127.663,299.3
8531,당본,35.6287,127.8113,197.6
8532,신트라/그란자,38.8333,-9.3333,134
8532,대남,35.6834,127.6859,471.9
8534,몬티조,38.7,-9.0333,14
8535,리스본,38.7167,-9.15,77
8537,아르베르카,38.8833,-9.0333,3
8537,목현,35.4807,127.7502,190.3
8538,송계,35.6476,127.6954,359.8
8539,송평,35.5285,127.6821,220.3
8540,운림,35.5206,127.7252,170.7
8540,몬테 리얼,39.8333,-8.8833,52
8541,평촌,35.5662,127.7742,202
8542,평정,35.5517,127.6356,312.21
8543,화산,35.5694,127.8145,218.3
8544,화촌,35.452,127.7799,172.9
8544,오바/마케다,40.9167,-8.6333,17
8546,포르토/세라 도 피라르,41.1333,-8.6,93
8554,파로,37.0167,-7.9667,7
8556,과정,35.5678,127.9252,316.4
8557,노현,35.8054,127.9177,607.8
8558,농산,35.8148,127.8714,338.9
8558,에보라,38.5333,-7.9,245
8559,도평,35.7497,127.9132,237.9
8560,마상,35.711,128.0146,281.8
8561,말흘,35.7012,127.8547,234.7
8561,베자/B.에라,38.0667,-7.9167,194
8562,무릉,35.6676,127.9438,193.5
8563,무촌,35.6432,127.9102,202.1
8565,우혜,35.7628,127.9932,370.1
8566,장기,35.7501,127.8328,281.3
8570,카스텔루브랑쿠,39.8333,-7.4833,386
8575,브라겅소,41.8,-6.7333,691
8576,무전동,34.8572,128.4324,8
8577,내일동,35.4937,128.7542,18.1
8579,리스본,38.7667,-9.1333,104
8580,황매산,35.4816,127.9819,802.44
8580,황매산,,,
8581,합천,35.561,128.1524,36.9
8582,김봉,35.6261,128.0418,194.8
8583,산제,35.6585,128.1133,186.7
8583,민델루,16.8833,-25,62
8584,야천,35.7627,128.1395,228.1
8585,구정,35.7053,128.1677,136.7
8586,영전,35.5723,128.218,35.4
8587,초계,35.5565,128.2674,17.89
8588,성산,35.5759,128.2822,21.5
8589,프라이아,14.9,-23.5167,27
8589,율지,35.6151,128.3592,18.9
8590,두곡,35.542,128.3481,11.58
8591,상부,35.5476,128.2786,21.2
8592,덕정,35.5166,128.1746,45.7
8593,평구,35.4416,128.1455,101.5
8594,금리,35.4144,128.1219,87.67
8594,살,16.7333,-22.95,63
8595,덕촌,35.4352,128.0337,111.23
8596,회양,35.5212,128.0142,247.9
8597,용지,35.5407,128.1134,60.1
8700,부산시(강서구),35.2094,128.9613,3
8701,거제시(거제면),34.8549,128.5783,41
8702,고성군(고성읍),34.9901,128.3309,20
8703,김해시(전하동),35.2129,128.8705,5
8705,밀양시(산내면),35.3541,128.5717,258
8706,밀양시(상남면),35.4466,128.7565,7
8707,사천시(용현면),35.0376,128.0672,188
8710,창녕군(대지면),35.5507,128.4779,36
8711,창원시(대산면),35.3426,128.7078,5
8712,통영시(광도면),34.9039,128.4054,42
8716,진주시(초전동),35.2054,128.117,23
8717,거창군(거창읍),35.6779,127.9226,194
8718,합천군(합천리),35.5515,128.1124,49
8720,남해군(이동면),34.8161,127.9256,46
8722,거창군(동변리),35.4253,127.5357,288
8801,대암댐,35.5454,129.1833,54.97
8802,사연댐,35.5778,129.1963,33.93
8803,대곡댐(하),35.6187,129.169,88.89
8806,연초댐,34.9398,128.6668,296
8807,구천댐,34.8474,128.6476,189
8808,합천,35.5575,128.1614,36.95
8809,삼가,35.4139,128.1175,88
8810,함양,35.5136,127.7314,161
8811,임천,35.4644,127.7911,135
8812,안의,35.6275,127.8153,194
8813,서하,35.6375,127.6814,460
8814,마천,35.4017,127.6828,268
8815,청암,35.2008,127.8436,248
8816,창촌(남강),35.1783,127.9203,56
8818,진주,35.1903,128.0867,27
8819,수곡,35.2356,127.9283,153
8822,선리,35.5184,129.0029,300
8823,차황,35.4917,127.9322,375
8824,신안,35.32,127.9958,57
8825,시천,35.2839,127.7239,673
8826,삼장,35.3147,127.7864,617
8827,산청,35.4178,127.8744,94
8828,태수,35.27,127.8925,96
8829,구평,35.5542,127.8625,413
8830,재약산,35.5645,129.0148,400
8831,대곡댐(상),35.6569,129.1963,130.32
8833,밀양댐,35.4855,128.9295,150
8835,웅양,35.8111,127.9082,374.81
8836,청연,35.603,127.9137,584.87
8837,북상,35.7723,127.8102,346.85
8838,거창1,35.6831,127.8978,202.42
8839,지산,35.6646,128.0154,239.24
8840,가북,35.7617,127.9895,404.03
8841,신등,35.4089,127.9908,223
8870,장전동,35.2358,129.0689,4
8871,정관면,35.36,129.1387,4
8872,대연동,35.1295,129.0863,4
8873,당감동,35.1579,129.0479,4
8874,태종대,35.0619,129.0825,2
8875,저구리,34.7101,128.5873,5
8876,남상면,35.6432,127.9102,4
8877,대산면,35.3354,128.7083,7
8878,하동읍,35.0672,127.7512,16
8879,신정동,35.5347,129.3078,1
8879,신정동,,,
8880,명서동,35.2434,128.6418,1
8885,울주군(서생면),35.3639,129.3026,65
8886,사천시(송포동),34.9652,128.051,76
8890,고산자봉,34.8571,128.6188,370
8891,형제봉,35.2055,127.6847,1091.9
8892,묵계재,35.2299,127.7511,680.17
8893,왕등재,35.4014,127.781,587.74
8894,법화산,35.4543,127.7132,688.06
8895,향로봉,34.9686,128.1666,372.45
8896,단지봉,35.7999,127.9887,781.88
8897,대기봉,34.7483,128.0225,278.76
8898,영취산병봉,35.4787,128.5728,774.13
8899,영취산시살등,35.4768,129.002,757
8900,능동산,35.5776,129.0083,935.06
8901,천주산,35.2747,128.5899,501.09
8902,실봉산,35.1266,128.0677,100.06
8903,둔철산,35.3821,127.9755,520.32
8904,한우산,35.4069,128.2088,698.51
8905,불모산,35.2052,128.7648,481.91
8906,거창 월봉산,35.7404,127.7216,890
8907,금원산,35.7124,127.802,855
8908,산청 황매산,35.4799,127.9754,907
8909,의령 장등산,35.4583,128.2773,330
8911,아라게스 델 페르토,,42.7667,-0.6333
8911,천성산,35.4201,129.0872,441.66
8912,백운산,35.6716,129.1241,508.6
8913,대운산,35.4076,129.2037,548.81
8914,양달산,35.2429,129.1882,293.39
8915,백양산,35.183,129.0244,582.46
8916,월아산,35.2051,128.1703,164.3
8917,창원 평지산,35.1618,128.4532,510
8917,살렌트 드 갈레고,,42.7667,-0.3833
8918,함양 삼봉산,35.462,127.683,585
8918,살렌트 드 갈레고,,42.7833,-0.3667
8920,조개골,35.3709,127.7526,913
8920,살렌트 드 갈레고,,42.8167,-0.2833
8921,치밭목,35.3483,127.7505,1425
8922,판티코사,,42.7667,-0.2333
8922,작은새재골,35.2978,127.6666,643
8923,벽소령,35.3263,127.6429,1328
8924,선녀탕,35.3692,127.6982,660
8925,장터목,35.3324,127.7163,1640
8925,에리스테,,42.6333,0.45
8926,상주금산,34.7538,127.992,670
8927,학동,34.7765,128.6413,10
8928,하동,35.2782,127.6526,247
8929,마장마을,35.7893,128.0467,854
8930,가야산중봉,35.8196,128.116,1175
8931,오봉산중턱,35.777,128.0926,650
8932,상왕봉,35.8194,128.1161,1142
8934,세석,35.3183,127.6935,1550
8935,명선봉,35.3287,127.6134,1586
8936,산동1,35.3327,127.5158,721
8937,산동2,35.3324,127.5093,751
8938,피아골대피소,35.286,127.5561,793
8960,발테리나레스,,40.3833,-0.6333
8966,환경관리센터,35.727,129.4721,100
8971,기장,35.331,129.2955,105
8972,울산,35.4982,129.3777,20
8973,울주,35.4782,129.331,64
8975,김해,35.2396,128.7888,73
8976,진영,35.2918,128.6897,35
8978,마산,35.2535,128.5022,50
8979,사천,34.9552,128.1075,56
8980,진주,35.1963,127.9891,127
8983,산청,35.2558,127.8796,68
8984,고리원자력,35.1991,129.1721,8
8984,고리원자력,35.3139,129.244,
8986,새울원자력,35.3326,129.304,12
8986,새울원자력,35.3327,129.3041,
9101,신제주,33.4889,126.5005,239
9102,고산2리,33.302,126.1891,166
9103,금악,33.3575,126.2963,354
9104,행원,33.5593,126.8186,145
9105,노루생태공원,33.4451,126.6256,633
9106,노형,33.4439,126.4857,430
9107,제주시청,33.4995,126.5311,204
9108,어승생,33.4147,126.4857,736
9109,교래,33.4179,126.6954,510
9110,청수,33.3181,126.2475,245
9111,덕천,33.5051,126.7712,267
9112,애월,33.4624,126.3295,170
9113,항파두리,33.4523,126.4085,305
9114,어음1리,33.417,126.3305,266
9115,삼양,33.5253,126.5854,143
9116,송당,33.4721,126.7831,338
9117,조천,33.5344,126.6342,147
9118,신창,33.3501,126.1841,154
9119,만장굴,33.534,126.7714,210
9120,오등동,33.4756,126.5269,282
9121,금성,33.4422,126.3006,149
9122,관음사,33.4265,126.5528,715
9123,대흘,33.5141,126.6713,212
9124,생태숲,33.4307,126.5942,705
9125,용담2동,33.5115,126.5117,170
9126,도두동,33.5029,126.4683,149
9127,종달,33.4927,126.9005,143
9128,협재,33.3976,126.2459,148
9129,하귀,33.486,126.4101,151
9130,산양,33.3086,126.2404,240
9131,상대,33.4078,126.2939,212
9132,별빛공원,33.4448,126.5492,535
9133,영실,33.3401,126.4805,410
9134,서귀포수련원,33.3081,126.5592,621
9135,돌문화공원,33.4488,126.6593,580
9136,월령,33.3759,126.2156,149
9137,동복,33.5528,126.7117,149
9138,광령1리,33.4605,126.4393,304
9139,봉개,33.4917,126.5948,292
9140,와산,33.4916,126.682,303
9141,온평,33.4081,126.9001,153
9142,수망,33.3285,126.7137,302
9143,삼달1리,33.3742,126.8473,201
9144,상창,33.2723,126.366,328
9301,성읍1리,33.3899,126.7977,272
9302,색달,33.3075,126.419,663
9303,효돈,33.2634,126.6156,186
9304,돈내코,33.3003,126.5847,392
9305,난산,33.4092,126.8283,331
9306,화순(안덕),33.2497,126.3371,147
9307,상천,33.3069,126.3806,510
9308,하례,33.2882,126.607,285
9309,구억,33.2744,126.2802,216
9310,동광,33.3076,126.3399,426
9311,성읍2리,33.4132,126.772,336
9312,토산1리,33.3265,126.7658,228
9313,수산1리,33.4459,126.883,185
9314,신도1리,33.2784,126.1918,177
9315,대정(모슬포),33.2269,126.2522,160
9316,성산(고성리),33.4422,126.911,153
9317,천백고지,33.3579,126.4624,1021
9322,윗세오름,33.3623,126.5181,1668
9323,진달래밭,33.3697,126.5557,1489
9324,첨단로(영평),33.2644,126.3417,410
9325,버으내교차로,33.2848,126.373,234
9326,덕흥사(애조로),33.2743,126.3229,239
9401,이도동,33.5,126.5319,65
9402,동홍동,33.2512,126.567,50
9403,연동,33.4889,126.5005,101
9404,성산읍,33.46,126.9097,8
9405,대정읍,33.2515,126.5669,8
9427,재원목장,33.4305,126.7468,270
9428,평대,33.4926,126.811,130
9429,금악,33.3449,126.3235,250
9430,아라,33.4488,126.5543,350
9431,삼다수,33.4215,126.6768,430
9432,연동,33.477,126.5,130
9433,광령,33.4574,126.443,170
9434,상모,33.231,126.2621,30
9435,토평,33.2826,126.5897,200
9436,하원(영실),33.3401,126.4805,700
9437,용강,33.4297,126.5976,580
9438,해안,33.3972,126.4762,850
9439,봉개,33.4399,126.6304,600
9440,오등,33.4228,126.5522,580
9441,교래(성판악),33.3852,126.6201,750
9442,대흘,33.4698,126.6606,330
9443,큰물교,33.4766,126.7807,170
9444,성읍,33.3821,126.7923,150
9445,하원,33.2908,126.4608,430
9446,하례,33.3167,126.5972,280
9447,동광,33.3236,126.352,400
9448,수망,33.3512,126.6977,250
9449,상효,33.3024,126.5762,330
9700,서귀포(하례리),33.2883,126.6079,164
9701,제주시(월각로),33.3769,126.3298,306
9702,제주시(상귀길),33.4594,126.4039,126
9703,제주시(한림읍),33.3532,126.2486,75
9705,제주시(김녕리),33.5502,126.7506,16
9706,제주시(애월읍),33.4477,126.4123,199.1
9707,제주시(한동리),33.5348,126.8323,72.4
9708,제주시(덕천리),33.5029,126.7798,130.2
9709,서귀포(중문동),33.3536,126.2484,163.8
9710,서귀포(감산리),33.2611,126.355,125.4
9711,제주시(조천읍),33.5283,126.6252,37.6
9712,서귀포(남원읍),33.3023,126.6121,193
9713,서귀포(성산읍),33.4347,126.8974,50
9714,서귀포(표선면),33.3338,126.7783,102
9715,서귀포(창천리),33.2653,126.3674,162
9716,서귀포(하원동),33.256,126.4576,112
9717,서귀포(덕수리),33.2547,126.3006,67
9718,서귀포(대정읍),33.274,126.2277,49
9719,서귀포(신엄리),33.4589,126.3691,105
9720,서귀포(신효동),33.2698,126.6133,75
9721,서귀포(금악리),33.3625,126.2917,200
9722,제주시(구좌읍),33.5032,126.7711,126
9723,제주시(오등동),33.4659,126.5391,208
9724,서귀포(신흥리),33.3061,126.7455,45
9725,제주시(세화리),33.5108,126.8436,36
9910,노루오름,33.3758,126.4464,933
9911,사려니숲,33.4118,126.6464,560
9912,서귀포시험림,33.3064,126.5446,620
9913,난대림연구소,33.3572,126.6444,450
9914,들위오름,33.4252,126.5446,550
9970,제주,33.5346,126.5985,10
9971,구좌,33.4708,126.7394,10
9972,안덕,33.3413,126.3747,10
10015,헬골란트,54.1833,7.9,4
10020,리스트 쉴트,55.0167,8.4167,26
10022,레크,54.8,8.95,7
10028,상트 피터 오르딩,54.3333,8.6,5
10033,글룩스부르흐 마이아빅,54.8333,9.5,27
10035,슐레스비히,54.5333,9.55,43
10037,슐레스비히 야글,54.4667,9.5167,22
10038,혼,54.3167,9.5333,12
10042,올프니츠,54.6667,10.0333,4
10042,올페니츠,54.6667,10.0333,4
10044,로히트텀 킬,54.5,10.2667,5
10046,킬 홀트너우,54.3833,10.15,31
10046,키일,54.3833,10.15,31
10055,베스터마켈스돌프,54.5333,11.0667,3
10091,아코나,54.6833,13.4333,42
10093,푸트부스,54.3667,13.4833,40
10097,그라이프스발더 오이,54.25,13.9167,12
10113,노데나이,53.7167,7.15,11
10126,위트문트하븐,53.55,7.6667,8
10129,브레머하펜,53.5333,8.5833,7
10130,엘퍼스뷔텔,54.0667,9.0167,3
10130,앨퍼스부틀,54.0667,9.0167,3
10131,쿡스하펜,53.8667,8.7,5
10131,쾨크스하펜,53.8667,8.7,5
10136,노트홀츠,53.7667,8.6667,23
10139,브리머보드,53.5,9.1667,3
10139,브레머포이데,53.5,9.1667,3
10142,이츠호,54,9.5833,25
10146,퀴크본,53.7333,9.8833,13
10147,함부르크,53.6333,9.9833,16
10150,도닉,54.1667,10.35,26
10152,펠처하켄,54.0833,10.8833,1
10152,펠제하켄,54.0833,10.8833,1
10156,뤼벡-블랑켄제,53.8167,10.7,14
10156,루벡 블랑켄시,53.8167,10.7,14
10161,볼텐하겐,54,11.2,15
10162,슈베린,53.65,11.3833,59
10168,골드베르크,53.6,12.1,58
10168,골드베르그,53.6,12.1,58
10170,호스토크 바네문드,54.1833,12.0833,4
10172,라게,53.9167,12.2833,40
10180,바르트,54.3333,12.7167,7
10184,그라이프스발트,54.1,13.4,2
10193,우커뮌데,53.75,14.0667,1
10193,우커문드,53.75,14.0667,1
10200,엠덴 플룩플랏츠,52.3833,7.2333,0
10224,브레멘,53.05,8.8,3
10235,졸타우,53,9.8333,77
10238,베르겐,52.8167,9.9333,70
10246,파스베르크,52.9167,10.1833,75
10249,보이첸부르크,53.4,10.6833,45
10249,보이젠부르크,53.4,10.6833,45
10253,류쇼,52.9667,11.1333,17
10253,뤼초,52.9667,11.1333,17
10261,지호즌,52.9,11.7333,21
10261,제하우젠,52.9,11.7333,21
10264,마흐니츠,53.3167,11.9333,81
10264,마르니츠,53.3167,11.9333,81
10267,키리츠,52.9333,12.4167,40
10267,퀴릿츠,52.9333,12.4167,40
10268,봐헨,53.5167,12.6667,70
10281,톨른하겐,53.6,13.3167,71
10282,펠트베르크/메클렌부르크,53.3167,13.4167,115
10282,펠트베르크 메클렌부르크,53.3167,13.4167,115
10289,그후노,53.3167,13.9333,55
10289,그뤼노,53.3167,13.9333,55
10291,앙어뮌드,53.0333,14,56
10291,앙게르뮌데,53.0333,14,56
10304,메펜,52.7333,7.3333,21
10309,아호스,52.0833,6.95,47
10309,아우하우스,52.0833,6.95,47
10315,뮌스터/오스나브뤼크,52.1333,7.7,48
10315,뮌스터 오스나브뤼크,52.1333,7.7,48
10320,게텔스로,51.9167,8.3,72
10321,딥홀츠,52.5833,8.35,39
10325,밧 살츠우플렌,52.1,8.75,135
10325,바트 잘츨펠렌,52.1,8.75,135
10334,분스톨프,52.45,9.4333,57
10335,뷔케부르크,52.2833,9.0833,70
10338,하노버,52.4667,9.6833,56
10343,첼레,52.6,10.0167,39
10348,브라운슈바이크,52.3,10.45,81
10356,움멘도르프,52.1667,11.1833,162
10356,우멘도르프,52.1667,11.1833,162
10359,가르델레겐,52.5167,11.4,47
10359,가드일리겐,52.5167,11.4,47
10361,마그데부르크,52.1333,11.6,79
10365,겐틴,52.3833,12.1667,35
10368,비젠부르크,52.1167,12.4667,187
